transcripts,file_name
,test_rangpur (195).wav
,test_rangpur (196).wav
,test_rangpur (197).wav
,test_rangpur (198).wav
,test_rangpur (199).wav
,test_rangpur (200).wav
,test_rangpur (201).wav
,test_rangpur (202).wav
,test_rangpur (203).wav
,test_rangpur (204).wav
,test_rangpur (205).wav
,test_rangpur (206).wav
,test_rangpur (207).wav
,test_rangpur (208).wav
,test_rangpur (209).wav
,test_rangpur (210).wav
,test_rangpur (211).wav
,test_rangpur (212).wav
,test_rangpur (213).wav
,test_rangpur (214).wav
,test_rangpur (215).wav
,test_rangpur (216).wav
,test_rangpur (217).wav
,test_rangpur (218).wav
,test_rangpur (219).wav
,test_rangpur (220).wav
,test_rangpur (221).wav
,test_rangpur (222).wav
,test_rangpur (223).wav
,test_rangpur (224).wav
,test_rangpur (225).wav
,test_rangpur (226).wav
,test_rangpur (227).wav
,test_rangpur (228).wav
,test_rangpur (229).wav
,test_rangpur (230).wav
,test_rangpur (231).wav
,test_rangpur (232).wav
,test_rangpur (233).wav
,test_rangpur (234).wav
,test_rangpur (235).wav
,test_rangpur (236).wav
,test_rangpur (237).wav
,test_rangpur (238).wav
,test_rangpur (239).wav
,test_rangpur (240).wav
,test_rangpur (241).wav
,test_rangpur (242).wav
,test_rangpur (243).wav
,test_rangpur (244).wav
,test_rangpur (245).wav
,test_rangpur (246).wav
,test_rangpur (247).wav
,test_rangpur (248).wav
,test_rangpur (249).wav
,test_rangpur (250).wav
,test_rangpur (251).wav
,test_rangpur (252).wav
,test_rangpur (253).wav
,test_rangpur (254).wav
,test_rangpur (255).wav
,test_rangpur (256).wav
,test_rangpur (257).wav
,test_rangpur (258).wav
,test_rangpur (259).wav
,test_rangpur (260).wav
,test_rangpur (261).wav
,test_rangpur (262).wav
,test_rangpur (263).wav
,test_rangpur (264).wav
